Case ID,Activity_code,dummyf,Resource,concate_features,Anne,Bart,Bob,Jenny,Marc,Mike,Pete,SYSTEM,Sarah,Tom
231,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32365043124996984,0.0,0.0
231,check_basic,<NO_DESC>,Sarah,Sarah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5906624811531108,0.0
231,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6817709592254414,0.0,0.0
231,check_insurance,<NO_DESC>,Marc,Marc,0.0,0.0,0.0,0.0,0.782388034219592,0.0,0.0,0.0,0.0,0.0
231,check_medical,<NO_DESC>,Bob,Bob,0.0,0.0,0.8810388314167261,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32365043124996984,0.0,0.0
231,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32365043124996984,0.0,0.0
232,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17172123942221762,0.0,0.0
232,check_basic,<NO_DESC>,Jenny,Jenny,0.0,0.0,0.0,0.6095484976763283,0.0,0.0,0.0,0.0,0.0,0.0
232,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5756379017147519,0.0,0.0
232,check_medical,<NO_DESC>,Bob,Bob,0.0,0.0,0.7438852262380375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,check_insurance,<NO_DESC>,Sarah,Sarah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7052062794307694,0.0
232,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17172123942221762,0.0,0.0
232,question,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6605916550868676,0.0,0.0
232,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17172123942221762,0.0,0.0
233,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09106994731486506,0.0,0.0
233,check_basic,<NO_DESC>,Sarah,Sarah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44990107222347697,0.0
233,check_high,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6855441958138618,0.0,0.0
233,check_medical,<NO_DESC>,Bob,Bob,0.0,0.0,0.6710775232431853,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,check_insurance,<NO_DESC>,Jenny,Jenny,0.0,0.0,0.0,0.5192973912403358,0.0,0.0,0.0,0.0,0.0,0.0
233,check_hospital,<NO_DESC>,Bob,Bob,0.0,0.0,0.8811004404835628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09106994731486506,0.0,0.0
233,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09106994731486506,0.0,0.0
234,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30450052730843646,0.0,0.0
234,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6683934257053843,0.0,0.0
234,check_medical,<NO_DESC>,Tom,Tom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78964856326638
234,check_insurance,<NO_DESC>,Mike,Mike,0.0,0.0,0.0,0.0,0.0,0.799330083928824,0.0,0.0,0.0,0.0
234,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30450052730843646,0.0,0.0
234,question,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7670362184641146,0.0,0.0
234,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30450052730843646,0.0,0.0
235,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43991631737699155,0.0,0.0
235,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7629907289773953,0.0,0.0
235,check_insurance,<NO_DESC>,Jenny,Jenny,0.0,0.0,0.0,0.7629907289773954,0.0,0.0,0.0,0.0,0.0,0.0
235,check_medical,<NO_DESC>,Bob,Bob,0.0,0.0,0.9859974983442434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43991631737699155,0.0,0.0
235,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43991631737699155,0.0,0.0
236,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
236,check_basic,<NO_DESC>,Sarah,Sarah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
236,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
236,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
237,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1822537424687325,0.0,0.0
237,check_basic,<NO_DESC>,Bart,Bart,0.0,0.6011984123748568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5829955841859036,0.0,0.0
237,check_medical,<NO_DESC>,Bob,Bob,0.0,0.0,0.7533934105902771,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,check_insurance,<NO_DESC>,Mike,Mike,0.0,0.0,0.0,0.0,0.0,0.6972030114534055,0.0,0.0,0.0,0.0
237,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1822537424687325,0.0,0.0
237,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1822537424687325,0.0,0.0
238,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3080423667002774,0.0,0.0
238,check_basic,<NO_DESC>,Jenny,Jenny,0.0,0.0,0.0,0.7103881873599259,0.0,0.0,0.0,0.0,0.0,0.0
238,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.670867645697906,0.0,0.0
238,check_medical,<NO_DESC>,Anne,Anne,0.7851690796914742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,check_insurance,<NO_DESC>,Marc,Marc,0.0,0.0,0.0,0.0,0.769875588622056,0.0,0.0,0.0,0.0,0.0
238,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3080423667002774,0.0,0.0
238,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3080423667002774,0.0,0.0
239,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3800206011758154,0.0,0.0
239,check_basic,<NO_DESC>,Mike,Mike,0.0,0.0,0.0,0.0,0.0,0.6539232372723116,0.0,0.0,0.0,0.0
239,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7211494250400293,0.0,0.0
239,check_insurance,<NO_DESC>,Marc,Marc,0.0,0.0,0.0,0.0,0.8275780500780867,0.0,0.0,0.0,0.0,0.0
239,check_medical,<NO_DESC>,Anne,Anne,0.8440177939862795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3800206011758154,0.0,0.0
239,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3800206011758154,0.0,0.0
240,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38649416181466334,0.0,0.0
240,check_basic,<NO_DESC>,Sarah,Sarah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6286965066526399,0.0
240,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7256716552665992,0.0,0.0
240,check_insurance,<NO_DESC>,Jenny,Jenny,0.0,0.0,0.0,0.7256716552665992,0.0,0.0,0.0,0.0,0.0,0.0
240,check_medical,<NO_DESC>,Anne,Anne,0.8493105150884501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38649416181466334,0.0,0.0
240,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38649416181466334,0.0,0.0
241,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21890298464626823,0.0,0.0
241,check_basic,<NO_DESC>,Jenny,Jenny,0.0,0.0,0.0,0.644449856270724,0.0,0.0,0.0,0.0,0.0,0.0
241,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6085976168233276,0.0,0.0
241,check_insurance,<NO_DESC>,Mike,Mike,0.0,0.0,0.0,0.0,0.0,0.727820420467002,0.0,0.0,0.0,0.0
241,check_medical,<NO_DESC>,Anne,Anne,0.7122895756978792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21890298464626823,0.0,0.0
241,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21890298464626823,0.0,0.0
242,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5391623312515159,0.0,0.0
242,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8323209397916116,0.0,0.0
242,check_medical,<NO_DESC>,Tom,Tom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9833146302858299
242,check_insurance,<NO_DESC>,Jenny,Jenny,0.0,0.0,0.0,0.8323209397916117,0.0,0.0,0.0,0.0,0.0,0.0
242,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5391623312515159,0.0,0.0
242,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5391623312515159,0.0,0.0
243,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5500186159957952,0.0,0.0
243,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8399048061918446,0.0,0.0
243,check_insurance,<NO_DESC>,Jenny,Jenny,0.0,0.0,0.0,0.8399048061918446,0.0,0.0,0.0,0.0,0.0,0.0
243,check_medical,<NO_DESC>,Anne,Anne,0.9830065407611817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5500186159957952,0.0,0.0
243,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5500186159957952,0.0,0.0
244,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34654385280796507,0.0,0.0
244,check_basic,<NO_DESC>,Mike,Mike,0.0,0.0,0.0,0.0,0.0,0.6327174585814318,0.0,0.0,0.0,0.0
244,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6977635989387222,0.0,0.0
244,check_insurance,<NO_DESC>,Sarah,Sarah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8548208345280847,0.0
244,check_medical,<NO_DESC>,Anne,Anne,0.8166475255353599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34654385280796507,0.0,0.0
244,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34654385280796507,0.0,0.0
245,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27926585157966444,0.0,0.0
245,check_basic,<NO_DESC>,Mike,Mike,0.0,0.0,0.0,0.0,0.0,0.5901003444837494,0.0,0.0,0.0,0.0
245,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6507652578848,0.0,0.0
245,check_medical,<NO_DESC>,Tom,Tom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7688224197748389
245,check_insurance,<NO_DESC>,Jenny,Jenny,0.0,0.0,0.0,0.6507652578848,0.0,0.0,0.0,0.0,0.0,0.0
245,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27926585157966444,0.0,0.0
245,question,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7468064515879936,0.0,0.0
245,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27926585157966444,0.0,0.0
246,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3934841903061559,0.0,0.0
246,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7305546740397788,0.0,0.0
246,check_insurance,<NO_DESC>,Mike,Mike,0.0,0.0,0.0,0.0,0.0,0.8736685707202145,0.0,0.0,0.0,0.0
246,check_medical,<NO_DESC>,Tom,Tom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8630866590799304
246,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3934841903061559,0.0,0.0
246,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3934841903061559,0.0,0.0
247,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10812549630907575,0.0,0.0
247,check_high,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7012729551965595,0.0,0.0
247,check_hospital,<NO_DESC>,Bob,Bob,0.0,0.0,0.9013159377556276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,check_insurance,<NO_DESC>,Marc,Marc,0.0,0.0,0.0,0.0,0.6096091470760487,0.0,0.0,0.0,0.0,0.0
247,check_medical,<NO_DESC>,Bob,Bob,0.0,0.0,0.686474367027557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10812549630907575,0.0,0.0
247,question,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6096091470760487,0.0,0.0
247,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10812549630907575,0.0,0.0
248,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7082306911040457,0.0,0.0
248,check_basic,<NO_DESC>,Pete,Pete,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
248,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7082306911040457,0.0,0.0
248,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7082306911040457,0.0,0.0
249,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3731243783609184,0.0,0.0
249,check_basic,<NO_DESC>,Mike,Mike,0.0,0.0,0.0,0.0,0.0,0.6495548388481639,0.0,0.0,0.0,0.0
249,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7163319360254771,0.0,0.0
249,check_medical,<NO_DESC>,Tom,Tom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8462837340259399
249,check_insurance,<NO_DESC>,Marc,Marc,0.0,0.0,0.0,0.0,0.8220495867298501,0.0,0.0,0.0,0.0,0.0
249,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3731243783609184,0.0,0.0
249,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3731243783609184,0.0,0.0
250,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3794682716627573,0.0,0.0
250,check_basic,<NO_DESC>,Sarah,Sarah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6244443261599589,0.0
250,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7207635846411631,0.0,0.0
250,check_medical,<NO_DESC>,Tom,Tom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8515193405230936
250,check_insurance,<NO_DESC>,Jenny,Jenny,0.0,0.0,0.0,0.7207635846411631,0.0,0.0,0.0,0.0,0.0,0.0
250,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3794682716627573,0.0,0.0
250,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3794682716627573,0.0,0.0
251,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3998114682613869,0.0,0.0
251,check_basic,<NO_DESC>,Sarah,Sarah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6367563523751707,0.0
251,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7349747156856924,0.0,0.0
251,check_insurance,<NO_DESC>,Marc,Marc,0.0,0.0,0.0,0.0,0.8434437038206042,0.0,0.0,0.0,0.0,0.0
251,check_medical,<NO_DESC>,Anne,Anne,0.8601986171372152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3998114682613869,0.0,0.0
251,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3998114682613869,0.0,0.0
252,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3024829283383289,0.0,0.0
252,check_basic,<NO_DESC>,Jenny,Jenny,0.0,0.0,0.0,0.7062757504220295,0.0,0.0,0.0,0.0,0.0,0.0
252,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6669839931601845,0.0,0.0
252,check_insurance,<NO_DESC>,Marc,Marc,0.0,0.0,0.0,0.0,0.7654187791415937,0.0,0.0,0.0,0.0,0.0
252,check_medical,<NO_DESC>,Tom,Tom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7879834415857421
252,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3024829283383289,0.0,0.0
252,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3024829283383289,0.0,0.0
253,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41645044805403364,0.0,0.0
253,check_basic,<NO_DESC>,Sarah,Sarah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6468265276501441,0.0
253,check_high,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9856126137630742,0.0,0.0
253,check_insurance,<NO_DESC>,Jenny,Jenny,0.0,0.0,0.0,0.7465981948736439,0.0,0.0,0.0,0.0,0.0,0.0
253,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41645044805403364,0.0,0.0
253,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41645044805403364,0.0,0.0
254,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5391623312515159,0.0,0.0
254,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8323209397916116,0.0,0.0
254,check_medical,<NO_DESC>,Tom,Tom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9833146302858299
254,check_insurance,<NO_DESC>,Jenny,Jenny,0.0,0.0,0.0,0.8323209397916117,0.0,0.0,0.0,0.0,0.0,0.0
254,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5391623312515159,0.0,0.0
254,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5391623312515159,0.0,0.0
255,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9263586947058498,0.0,0.0
255,check_basic,<NO_DESC>,Mike,Mike,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
255,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9263586947058498,0.0,0.0
255,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9263586947058498,0.0,0.0
256,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3077917763917546,0.0,0.0
256,check_basic,<NO_DESC>,Mike,Mike,0.0,0.0,0.0,0.0,0.0,0.6081700339849793,0.0,0.0,0.0,0.0
256,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6706925910207493,0.0,0.0
256,check_medical,<NO_DESC>,Bob,Bob,0.0,0.0,0.8667224800893609,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,check_insurance,<NO_DESC>,Marc,Marc,0.0,0.0,0.0,0.0,0.7696746990375287,0.0,0.0,0.0,0.0,0.0
256,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3077917763917546,0.0,0.0
256,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3077917763917546,0.0,0.0
257,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29788263388458347,0.0,0.0
257,check_basic,<NO_DESC>,Jenny,Jenny,0.0,0.0,0.0,0.7028728130018992,0.0,0.0,0.0,0.0,0.0,0.0
257,check_low,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6637703690373167,0.0,0.0
257,check_insurance,<NO_DESC>,Jenny,Jenny,0.0,0.0,0.0,0.6637703690373168,0.0,0.0,0.0,0.0,0.0,0.0
257,check_medical,<NO_DESC>,Anne,Anne,0.7768625795648904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29788263388458347,0.0,0.0
257,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29788263388458347,0.0,0.0
258,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7358521991977713,0.0,0.0
258,check_basic,<NO_DESC>,Bart,Bart,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7358521991977713,0.0,0.0
258,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7358521991977713,0.0,0.0
259,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12532388156379404,0.0,0.0
259,check_basic,<NO_DESC>,Pete,Pete,0.0,0.0,0.0,0.0,0.0,0.0,0.5715601480884422,0.0,0.0,0.0
259,check_high,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7171334392850063,0.0,0.0
259,check_hospital,<NO_DESC>,Anne,Anne,0.8441439822434185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,check_medical,<NO_DESC>,Anne,Anne,0.6357801983647046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,check_insurance,<NO_DESC>,Sarah,Sarah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6654990589560245,0.0
259,note,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12532388156379404,0.0,0.0
259,archive,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12532388156379404,0.0,0.0
260,register,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12041577525529912,0.0,0.0
260,check_basic,<NO_DESC>,Mike,Mike,0.0,0.0,0.0,0.0,0.0,0.4894770842271214,0.0,0.0,0.0,0.0
260,check_high,<NO_DESC>,SYSTEM,SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7126071456325871,0.0,0.0
260,check_insurance,<NO_DESC>,Marc,Marc,0.0,0.0,0.0,0.0,0.6194618386896411,0.0,0.0,0.0,0.0,0.0
260,check_medical,<NO_DESC>,Anne,Anne,0.631767377711604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
