Case ID,Activity,Start Timestamp,creditscore,net_promotor_score,rate_charged,duration,Resource,outcome,stopcode,Activity_verb,Activity_Dec,Activity_comb,Activity_code
544,Send Notification,2014/04/26 18:04:00.833,-1.0,-1.0,12.0,0.0,SYSTEM,accept,<NO_DESC>,note,<NO_DESC>,note_SYSTEM_accept,note
544,Receive Questionnaire,2014/05/01 03:50:00.833,-1.0,3.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,question,<NO_DESC>,question_SYSTEM,question
544,Archive,2014/05/01 04:31:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,archive,<NO_DESC>,archive_SYSTEM,archive
545,Registration,2014/04/23 22:33:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,register,<NO_DESC>,register_SYSTEM,register
545,Basic Check,2014/04/23 22:40:00.833,-1.0,-1.0,-1.0,120.0,Mike,<NO_DESC>,<NO_DESC>,check,basic,check_basic_Mike,check_basic
545,Send Notification,2014/04/24 01:40:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,reject,<NO_DESC>,note,<NO_DESC>,note_SYSTEM_reject,note
545,Archive,2014/04/24 04:15:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,archive,<NO_DESC>,archive_SYSTEM,archive
546,Registration,2014/05/10 16:50:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,register,<NO_DESC>,register_SYSTEM,register
546,Basic Check,2014/05/10 17:02:00.833,-1.0,-1.0,-1.0,60.0,Jenny,<NO_DESC>,<NO_DESC>,check,basic,check_basic_Jenny,check_basic
546,Initiate Low Application Check,2014/05/10 21:03:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,check,low,check_low_SYSTEM,check_low
546,Check Insurance History,2014/05/11 23:55:00.833,869.0,-1.0,-1.0,100980.0,Marc,<NO_DESC>,none,check,insurance,check_insurance_Marc_none,check_insurance
546,Send Notification,2014/05/13 08:16:00.833,-1.0,-1.0,19.0,0.0,SYSTEM,accept,<NO_DESC>,note,<NO_DESC>,note_SYSTEM_accept,note
546,Archive,2014/06/12 09:31:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,archive,<NO_DESC>,archive_SYSTEM,archive
547,Registration,2014/04/07 17:35:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,register,<NO_DESC>,register_SYSTEM,register
547,Initiate High Application Check,2014/04/07 19:35:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,check,high,check_high_SYSTEM,check_high
547,Check Medical History,2014/04/08 08:59:00.833,-1.0,-1.0,-1.0,119880.0,Anne,<NO_DESC>,<NO_DESC>,check,medical,check_medical_Anne,check_medical
547,Check Insurance History,2014/04/08 22:30:00.833,869.0,-1.0,-1.0,55620.0,Marc,<NO_DESC>,none,check,insurance,check_insurance_Marc_none,check_insurance
547,Check Hospital Records,2014/04/08 23:20:00.833,-1.0,-1.0,-1.0,523140.0,Bob,<NO_DESC>,<NO_DESC>,check,hospital,check_hospital_Bob,check_hospital
547,Send Notification,2014/04/15 03:37:00.833,-1.0,-1.0,18.0,0.0,SYSTEM,accept,<NO_DESC>,note,<NO_DESC>,note_SYSTEM_accept,note
547,Archive,2014/05/15 04:20:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,archive,<NO_DESC>,archive_SYSTEM,archive
548,Registration,2014/04/01 18:51:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,register,<NO_DESC>,register_SYSTEM,register
548,Basic Check,2014/04/01 19:02:00.833,-1.0,-1.0,-1.0,120.0,Sarah,<NO_DESC>,<NO_DESC>,check,basic,check_basic_Sarah,check_basic
548,Initiate High Application Check,2014/04/01 22:04:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,check,high,check_high_SYSTEM,check_high
548,Check Insurance History,2014/04/02 11:12:00.833,672.0,-1.0,-1.0,26640.0,Marc,<NO_DESC>,none,check,insurance,check_insurance_Marc_none,check_insurance
548,Check Medical History,2014/04/02 20:21:00.833,-1.0,-1.0,-1.0,102600.0,Bob,<NO_DESC>,<NO_DESC>,check,medical,check_medical_Bob,check_medical
548,Send Notification,2014/04/04 05:01:00.833,-1.0,-1.0,29.0,0.0,SYSTEM,accept,<NO_DESC>,note,<NO_DESC>,note_SYSTEM_accept,note
548,Receive Questionnaire,2014/04/06 11:37:00.833,-1.0,8.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,question,<NO_DESC>,question_SYSTEM,question
548,Archive,2014/04/06 12:33:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,archive,<NO_DESC>,archive_SYSTEM,archive
549,Registration,2014/09/22 00:40:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,register,<NO_DESC>,register_SYSTEM,register
549,Basic Check,2014/09/22 00:42:00.833,-1.0,-1.0,-1.0,120.0,Sarah,<NO_DESC>,<NO_DESC>,check,basic,check_basic_Sarah,check_basic
549,Initiate Low Application Check,2014/09/22 03:44:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,check,low,check_low_SYSTEM,check_low
549,Check Medical History,2014/09/22 12:21:00.833,-1.0,-1.0,-1.0,86880.0,Anne,<NO_DESC>,<NO_DESC>,check,medical,check_medical_Anne,check_medical
549,Check Insurance History,2014/09/22 14:31:00.833,271.0,-1.0,-1.0,60420.0,Marc,<NO_DESC>,none,check,insurance,check_insurance_Marc_none,check_insurance
549,Send Notification,2014/09/23 17:36:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,reject,<NO_DESC>,note,<NO_DESC>,note_SYSTEM_reject,note
549,Archive,2014/09/23 19:30:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,archive,<NO_DESC>,archive_SYSTEM,archive
550,Registration,2014/10/07 22:41:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,register,<NO_DESC>,register_SYSTEM,register
550,Basic Check,2014/10/07 22:51:00.833,-1.0,-1.0,-1.0,60.0,Jenny,<NO_DESC>,<NO_DESC>,check,basic,check_basic_Jenny,check_basic
550,Initiate Low Application Check,2014/10/08 00:52:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,check,low,check_low_SYSTEM,check_low
550,Check Medical History,2014/10/08 03:24:00.833,-1.0,-1.0,-1.0,92280.0,Bob,<NO_DESC>,<NO_DESC>,check,medical,check_medical_Bob,check_medical
550,Check Insurance History,2014/10/09 17:08:00.833,143.0,-1.0,-1.0,143220.0,Jenny,<NO_DESC>,none,check,insurance,check_insurance_Jenny_none,check_insurance
550,Send Notification,2014/10/11 12:33:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,reject,<NO_DESC>,note,<NO_DESC>,note_SYSTEM_reject,note
550,Archive,2014/10/11 14:42:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,archive,<NO_DESC>,archive_SYSTEM,archive
551,Registration,2014/09/20 02:23:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,register,<NO_DESC>,register_SYSTEM,register
551,Basic Check,2014/09/20 02:24:00.833,-1.0,-1.0,-1.0,180.0,Pete,<NO_DESC>,<NO_DESC>,check,basic,check_basic_Pete,check_basic
551,Initiate Low Application Check,2014/09/20 04:27:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,check,low,check_low_SYSTEM,check_low
551,Check Medical History,2014/09/21 09:26:00.833,-1.0,-1.0,-1.0,105000.0,Anne,<NO_DESC>,<NO_DESC>,check,medical,check_medical_Anne,check_medical
551,Check Insurance History,2014/09/23 01:37:00.833,864.0,-1.0,-1.0,142740.0,Mike,<NO_DESC>,none,check,insurance,check_insurance_Mike_none,check_insurance
551,Send Notification,2014/09/24 19:44:00.833,-1.0,-1.0,12.0,0.0,SYSTEM,accept,<NO_DESC>,note,<NO_DESC>,note_SYSTEM_accept,note
551,Archive,2014/10/24 20:19:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,archive,<NO_DESC>,archive_SYSTEM,archive
552,Registration,2014/06/05 02:11:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,register,<NO_DESC>,register_SYSTEM,register
552,Basic Check,2014/06/05 02:25:00.833,-1.0,-1.0,-1.0,120.0,Jenny,<NO_DESC>,<NO_DESC>,check,basic,check_basic_Jenny,check_basic
552,Initiate Low Application Check,2014/06/05 04:27:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,check,low,check_low_SYSTEM,check_low
552,Check Insurance History,2014/06/05 05:27:00.833,863.0,-1.0,-1.0,146340.0,Marc,<NO_DESC>,none,check,insurance,check_insurance_Marc_none,check_insurance
552,Check Medical History,2014/06/06 23:19:00.833,-1.0,-1.0,-1.0,86220.0,Anne,<NO_DESC>,<NO_DESC>,check,medical,check_medical_Anne,check_medical
552,Send Notification,2014/06/08 03:19:00.833,-1.0,-1.0,172.0,0.0,SYSTEM,accept,<NO_DESC>,note,<NO_DESC>,note_SYSTEM_accept,note
552,Archive,2014/07/08 04:50:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,archive,<NO_DESC>,archive_SYSTEM,archive
553,Registration,2014/02/24 03:10:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,register,<NO_DESC>,register_SYSTEM,register
553,Basic Check,2014/02/24 03:15:00.833,-1.0,-1.0,-1.0,300.0,Sarah,<NO_DESC>,<NO_DESC>,check,basic,check_basic_Sarah,check_basic
553,Send Notification,2014/02/24 04:39:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,reject,<NO_DESC>,note,<NO_DESC>,note_SYSTEM_reject,note
553,Archive,2014/02/24 07:38:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,archive,<NO_DESC>,archive_SYSTEM,archive
554,Registration,2014/03/13 09:37:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,register,<NO_DESC>,register_SYSTEM,register
554,Basic Check,2014/03/13 09:50:00.833,-1.0,-1.0,-1.0,120.0,Bart,<NO_DESC>,<NO_DESC>,check,basic,check_basic_Bart,check_basic
554,Initiate Low Application Check,2014/03/13 13:52:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,check,low,check_low_SYSTEM,check_low
554,Check Insurance History,2014/03/13 14:52:00.833,166.0,-1.0,-1.0,103560.0,Jenny,<NO_DESC>,none,check,insurance,check_insurance_Jenny_none,check_insurance
554,Check Medical History,2014/03/14 12:43:00.833,-1.0,-1.0,-1.0,135540.0,Tom,<NO_DESC>,<NO_DESC>,check,medical,check_medical_Tom,check_medical
554,Send Notification,2014/03/16 07:37:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,reject,<NO_DESC>,note,<NO_DESC>,note_SYSTEM_reject,note
554,Archive,2014/03/16 09:47:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,archive,<NO_DESC>,archive_SYSTEM,archive
555,Registration,2014/01/05 11:30:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,register,<NO_DESC>,register_SYSTEM,register
555,Basic Check,2014/01/05 11:33:00.833,-1.0,-1.0,-1.0,180.0,Sarah,<NO_DESC>,<NO_DESC>,check,basic,check_basic_Sarah,check_basic
555,Initiate High Application Check,2014/01/05 13:36:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,check,high,check_high_SYSTEM,check_high
555,Check Insurance History,2014/01/05 16:29:00.833,559.0,-1.0,-1.0,72720.0,Sarah,<NO_DESC>,none,check,insurance,check_insurance_Sarah_none,check_insurance
555,Check Hospital Records,2014/01/06 14:30:00.833,-1.0,-1.0,-1.0,480300.0,Bob,<NO_DESC>,<NO_DESC>,check,hospital,check_hospital_Bob,check_hospital
555,Check Medical History,2014/01/12 23:45:00.833,-1.0,-1.0,-1.0,112320.0,Anne,<NO_DESC>,<NO_DESC>,check,medical,check_medical_Anne,check_medical
555,Send Notification,2014/01/14 10:21:00.833,-1.0,-1.0,16.0,0.0,SYSTEM,accept,<NO_DESC>,note,<NO_DESC>,note_SYSTEM_accept,note
555,Archive,2014/02/13 10:30:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,archive,<NO_DESC>,archive_SYSTEM,archive
556,Registration,2014/09/21 07:37:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,register,<NO_DESC>,register_SYSTEM,register
556,Basic Check,2014/09/21 07:48:00.833,-1.0,-1.0,-1.0,120.0,Sarah,<NO_DESC>,<NO_DESC>,check,basic,check_basic_Sarah,check_basic
556,Initiate High Application Check,2014/09/21 10:50:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,check,high,check_high_SYSTEM,check_high
556,Check Medical History,2014/09/21 17:27:00.833,-1.0,-1.0,-1.0,90840.0,Bob,<NO_DESC>,<NO_DESC>,check,medical,check_medical_Bob,check_medical
556,Check Insurance History,2014/09/22 19:44:00.833,846.0,-1.0,-1.0,87420.0,Sarah,<NO_DESC>,none,check,insurance,check_insurance_Sarah_none,check_insurance
556,Check Hospital Records,2014/09/23 04:44:00.833,-1.0,-1.0,-1.0,395580.0,Anne,<NO_DESC>,<NO_DESC>,check,hospital,check_hospital_Anne,check_hospital
556,Send Notification,2014/09/27 23:21:00.833,-1.0,-1.0,5.0,0.0,SYSTEM,accept,<NO_DESC>,note,<NO_DESC>,note_SYSTEM_accept,note
556,Archive,2014/10/27 23:48:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,archive,<NO_DESC>,archive_SYSTEM,archive
557,Registration,2014/05/29 14:27:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,register,<NO_DESC>,register_SYSTEM,register
557,Basic Check,2014/05/29 14:35:00.833,-1.0,-1.0,-1.0,240.0,Sarah,<NO_DESC>,<NO_DESC>,check,basic,check_basic_Sarah,check_basic
557,Initiate Low Application Check,2014/05/29 16:39:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,check,low,check_low_SYSTEM,check_low
557,Check Medical History,2014/05/30 12:54:00.833,-1.0,-1.0,-1.0,79380.0,Bob,<NO_DESC>,<NO_DESC>,check,medical,check_medical_Bob,check_medical
557,Check Insurance History,2014/05/30 22:52:00.833,782.0,-1.0,-1.0,74160.0,Jenny,<NO_DESC>,none,check,insurance,check_insurance_Jenny_none,check_insurance
557,Send Notification,2014/05/31 23:40:00.833,-1.0,-1.0,20.0,0.0,SYSTEM,accept,<NO_DESC>,note,<NO_DESC>,note_SYSTEM_accept,note
557,Receive Questionnaire,2014/06/12 17:09:00.833,-1.0,7.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,question,<NO_DESC>,question_SYSTEM,question
557,Archive,2014/06/12 18:19:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,archive,<NO_DESC>,archive_SYSTEM,archive
558,Registration,2014/12/04 21:15:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,register,<NO_DESC>,register_SYSTEM,register
558,Basic Check,2014/12/04 21:25:00.833,-1.0,-1.0,-1.0,240.0,Jenny,<NO_DESC>,<NO_DESC>,check,basic,check_basic_Jenny,check_basic
558,Send Notification,2014/12/04 22:57:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,reject,<NO_DESC>,note,<NO_DESC>,note_SYSTEM_reject,note
558,Archive,2014/12/05 01:09:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,archive,<NO_DESC>,archive_SYSTEM,archive
559,Registration,2014/06/09 21:28:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,register,<NO_DESC>,register_SYSTEM,register
559,Basic Check,2014/06/09 21:44:00.833,-1.0,-1.0,-1.0,240.0,Jenny,<NO_DESC>,<NO_DESC>,check,basic,check_basic_Jenny,check_basic
559,Initiate High Application Check,2014/06/10 00:48:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,check,high,check_high_SYSTEM,check_high
559,Check Insurance History,2014/06/10 12:43:00.833,636.0,-1.0,-1.0,65100.0,Jenny,<NO_DESC>,none,check,insurance,check_insurance_Jenny_none,check_insurance
559,Check Medical History,2014/06/10 20:15:00.833,-1.0,-1.0,-1.0,120960.0,Anne,<NO_DESC>,<NO_DESC>,check,medical,check_medical_Anne,check_medical
559,Check Hospital Records,2014/06/11 07:23:00.833,-1.0,-1.0,-1.0,496080.0,Bob,<NO_DESC>,<NO_DESC>,check,hospital,check_hospital_Bob,check_hospital
559,Send Notification,2014/06/17 03:51:00.833,-1.0,-1.0,61.0,0.0,SYSTEM,accept,<NO_DESC>,note,<NO_DESC>,note_SYSTEM_accept,note
559,Archive,2014/07/17 04:52:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,archive,<NO_DESC>,archive_SYSTEM,archive
560,Registration,2014/05/16 07:09:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,register,<NO_DESC>,register_SYSTEM,register
560,Basic Check,2014/05/16 07:13:00.833,-1.0,-1.0,-1.0,120.0,Mike,<NO_DESC>,<NO_DESC>,check,basic,check_basic_Mike,check_basic
560,Initiate Low Application Check,2014/05/16 10:15:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,check,low,check_low_SYSTEM,check_low
560,Check Insurance History,2014/05/16 21:28:00.833,420.0,-1.0,-1.0,75840.0,Jenny,<NO_DESC>,none,check,insurance,check_insurance_Jenny_none,check_insurance
560,Check Medical History,2014/05/17 02:43:00.833,-1.0,-1.0,-1.0,127320.0,Anne,<NO_DESC>,<NO_DESC>,check,medical,check_medical_Anne,check_medical
560,Send Notification,2014/05/18 17:45:00.833,-1.0,-1.0,89.0,0.0,SYSTEM,accept,<NO_DESC>,note,<NO_DESC>,note_SYSTEM_accept,note
560,Receive Questionnaire,2014/05/26 04:29:00.833,-1.0,8.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,question,<NO_DESC>,question_SYSTEM,question
560,Archive,2014/05/26 05:47:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,archive,<NO_DESC>,archive_SYSTEM,archive
561,Registration,2014/02/26 04:38:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,register,<NO_DESC>,register_SYSTEM,register
561,Basic Check,2014/02/26 04:39:00.833,-1.0,-1.0,-1.0,0.0,Bart,<NO_DESC>,<NO_DESC>,check,basic,check_basic_Bart,check_basic
561,Send Notification,2014/02/26 06:33:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,reject,<NO_DESC>,note,<NO_DESC>,note_SYSTEM_reject,note
561,Archive,2014/02/26 09:22:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,archive,<NO_DESC>,archive_SYSTEM,archive
562,Registration,2014/06/23 23:58:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,register,<NO_DESC>,register_SYSTEM,register
562,Initiate Low Application Check,2014/06/24 02:58:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,check,low,check_low_SYSTEM,check_low
562,Check Medical History,2014/06/24 13:33:00.833,-1.0,-1.0,-1.0,102720.0,Anne,<NO_DESC>,<NO_DESC>,check,medical,check_medical_Anne,check_medical
562,Check Insurance History,2014/06/24 18:33:00.833,657.0,-1.0,-1.0,79260.0,Jenny,<NO_DESC>,none,check,insurance,check_insurance_Jenny_none,check_insurance
562,Send Notification,2014/06/25 20:47:00.833,-1.0,-1.0,148.0,0.0,SYSTEM,accept,<NO_DESC>,note,<NO_DESC>,note_SYSTEM_accept,note
562,Receive Questionnaire,2014/06/28 03:22:00.833,-1.0,9.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,question,<NO_DESC>,question_SYSTEM,question
562,Archive,2014/06/28 04:14:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,archive,<NO_DESC>,archive_SYSTEM,archive
563,Registration,2014/07/06 12:18:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,register,<NO_DESC>,register_SYSTEM,register
563,Basic Check,2014/07/06 12:33:00.833,-1.0,-1.0,-1.0,120.0,Mike,<NO_DESC>,<NO_DESC>,check,basic,check_basic_Mike,check_basic
563,Initiate Low Application Check,2014/07/06 15:35:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,check,low,check_low_SYSTEM,check_low
563,Check Insurance History,2014/07/06 21:20:00.833,868.0,-1.0,-1.0,105900.0,Jenny,<NO_DESC>,none,check,insurance,check_insurance_Jenny_none,check_insurance
563,Check Medical History,2014/07/06 21:32:00.833,-1.0,-1.0,-1.0,121080.0,Anne,<NO_DESC>,<NO_DESC>,check,medical,check_medical_Anne,check_medical
563,Send Notification,2014/07/08 11:37:00.833,-1.0,-1.0,101.0,0.0,SYSTEM,accept,<NO_DESC>,note,<NO_DESC>,note_SYSTEM_accept,note
563,Archive,2014/08/07 13:10:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,archive,<NO_DESC>,archive_SYSTEM,archive
564,Registration,2014/12/24 02:43:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,register,<NO_DESC>,register_SYSTEM,register
564,Basic Check,2014/12/24 02:59:00.833,-1.0,-1.0,-1.0,180.0,Jenny,<NO_DESC>,<NO_DESC>,check,basic,check_basic_Jenny,check_basic
564,Initiate High Application Check,2014/12/24 06:02:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,check,high,check_high_SYSTEM,check_high
564,Check Medical History,2014/12/25 09:09:00.833,-1.0,-1.0,-1.0,61380.0,Anne,<NO_DESC>,<NO_DESC>,check,medical,check_medical_Anne,check_medical
564,Check Hospital Records,2014/12/26 14:33:00.833,-1.0,-1.0,-1.0,282240.0,Bob,<NO_DESC>,<NO_DESC>,check,hospital,check_hospital_Bob,check_hospital
564,Check Insurance History,2014/12/26 17:38:00.833,551.0,-1.0,-1.0,114420.0,Marc,<NO_DESC>,none,check,insurance,check_insurance_Marc_none,check_insurance
564,Send Notification,2014/12/30 00:58:00.833,-1.0,-1.0,24.0,0.0,SYSTEM,accept,<NO_DESC>,note,<NO_DESC>,note_SYSTEM_accept,note
564,Archive,2015/01/29 01:38:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,archive,<NO_DESC>,archive_SYSTEM,archive
565,Registration,2014/05/01 15:43:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,register,<NO_DESC>,register_SYSTEM,register
565,Basic Check,2014/05/01 16:01:00.833,-1.0,-1.0,-1.0,120.0,Bart,<NO_DESC>,<NO_DESC>,check,basic,check_basic_Bart,check_basic
565,Initiate High Application Check,2014/05/01 19:03:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,check,high,check_high_SYSTEM,check_high
565,Check Medical History,2014/05/02 22:46:00.833,-1.0,-1.0,-1.0,85800.0,Bob,<NO_DESC>,<NO_DESC>,check,medical,check_medical_Bob,check_medical
565,Check Insurance History,2014/05/04 14:54:00.833,601.0,-1.0,-1.0,85200.0,Mike,<NO_DESC>,none,check,insurance,check_insurance_Mike_none,check_insurance
565,Check Hospital Records,2014/05/05 07:44:00.833,-1.0,-1.0,-1.0,368940.0,Bob,<NO_DESC>,<NO_DESC>,check,hospital,check_hospital_Bob,check_hospital
565,Send Notification,2014/05/09 17:26:00.833,-1.0,-1.0,10.0,0.0,SYSTEM,accept,<NO_DESC>,note,<NO_DESC>,note_SYSTEM_accept,note
565,Receive Questionnaire,2014/05/18 22:43:00.833,-1.0,3.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,question,<NO_DESC>,question_SYSTEM,question
565,Archive,2014/05/18 23:18:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,archive,<NO_DESC>,archive_SYSTEM,archive
566,Registration,2014/09/15 09:54:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,register,<NO_DESC>,register_SYSTEM,register
566,Basic Check,2014/09/15 10:05:00.833,-1.0,-1.0,-1.0,120.0,Sarah,<NO_DESC>,<NO_DESC>,check,basic,check_basic_Sarah,check_basic
566,Initiate High Application Check,2014/09/15 12:07:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,check,high,check_high_SYSTEM,check_high
566,Check Medical History,2014/09/16 00:01:00.833,-1.0,-1.0,-1.0,97380.0,Anne,<NO_DESC>,<NO_DESC>,check,medical,check_medical_Anne,check_medical
566,Check Insurance History,2014/09/17 04:04:00.833,961.0,-1.0,-1.0,47400.0,Sarah,<NO_DESC>,none,check,insurance,check_insurance_Sarah_none,check_insurance
566,Check Hospital Records,2014/09/18 14:07:00.833,-1.0,-1.0,-1.0,386040.0,Bob,<NO_DESC>,<NO_DESC>,check,hospital,check_hospital_Bob,check_hospital
566,Send Notification,2014/09/23 05:04:00.833,-1.0,-1.0,12.0,0.0,SYSTEM,accept,<NO_DESC>,note,<NO_DESC>,note_SYSTEM_accept,note
566,Receive Questionnaire,2014/09/27 05:37:00.833,-1.0,3.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,question,<NO_DESC>,question_SYSTEM,question
566,Archive,2014/09/27 06:54:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,archive,<NO_DESC>,archive_SYSTEM,archive
567,Registration,2014/03/09 01:44:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,register,<NO_DESC>,register_SYSTEM,register
567,Basic Check,2014/03/09 01:53:00.833,-1.0,-1.0,-1.0,60.0,Mike,<NO_DESC>,<NO_DESC>,check,basic,check_basic_Mike,check_basic
567,Initiate Low Application Check,2014/03/09 05:54:00.833,-1.0,-1.0,-1.0,0.0,SYSTEM,<NO_DESC>,<NO_DESC>,check,low,check_low_SYSTEM,check_low
567,Check Medical History,2014/03/09 23:43:00.833,-1.0,-1.0,-1.0,57240.0,Tom,<NO_DESC>,<NO_DESC>,check,medical,check_medical_Tom,check_medical
