concept:name,case:concept:name,case:AMOUNT_REQ,StartTime,StartRes,CompleteTime,CompleteRes,Duration,activity_pre,activity,activity_verb,activity_dec,pre_activity,rank_result,result,TimeDiff
O_ACCEPTED,182278,21000,2011-11-11 12:19:11,10138,2011-11-11 12:19:11,10138,0.0,o,accept,accept,<NO_DESC>,o_accept,1,accept,5382.0
O_SELECTED,182281,5000,2011-11-04 18:42:11,11122,2011-11-04 18:42:11,11122,0.0,o,select,select,<NO_DESC>,o_select,2,accept,0.0
O_CREATED,182281,5000,2011-11-04 18:42:12,11122,2011-11-04 18:42:12,11122,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182281,5000,2011-11-04 18:42:12,11122,2011-11-04 18:42:12,11122,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_SENT_BACK,182281,5000,2011-11-14 11:57:02,11049,2011-11-14 11:57:02,11049,0.0,o,return,return,<NO_DESC>,o_return,2,accept,839690.0
O_ACCEPTED,182281,5000,2011-11-25 13:16:52,10972,2011-11-25 13:16:52,10972,0.0,o,accept,accept,<NO_DESC>,o_accept,1,accept,955190.0
O_SELECTED,182293,30000,2011-11-04 17:30:33,10909,2011-11-04 17:30:33,10909,0.0,o,select,select,<NO_DESC>,o_select,2,accept,0.0
O_CREATED,182293,30000,2011-11-04 17:30:34,10909,2011-11-04 17:30:34,10909,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182293,30000,2011-11-04 17:30:34,10909,2011-11-04 17:30:34,10909,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_SENT_BACK,182293,30000,2011-11-21 14:49:52,11259,2011-11-21 14:49:52,11259,0.0,o,return,return,<NO_DESC>,o_return,2,accept,1459158.0
O_CANCELLED,182293,30000,2011-11-23 11:45:16,10138,2011-11-23 11:45:16,10138,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,accept,161724.0
O_SELECTED,182293,30000,2011-11-23 11:45:16,10138,2011-11-23 11:45:16,10138,0.0,o,select,select,<NO_DESC>,o_select,2,accept,161724.0
O_CREATED,182293,30000,2011-11-23 11:45:18,10138,2011-11-23 11:45:18,10138,0.0,o,create,create,<NO_DESC>,o_create,3,accept,2.0
O_SENT,182293,30000,2011-11-23 11:45:18,10138,2011-11-23 11:45:18,10138,0.0,o,send,send,<NO_DESC>,o_send,3,accept,2.0
O_ACCEPTED,182293,30000,2011-11-23 11:46:39,10138,2011-11-23 11:46:39,10138,0.0,o,accept,accept,<NO_DESC>,o_accept,1,accept,81.0
O_SELECTED,182296,7000,2011-11-05 12:09:47,10889,2011-11-05 12:09:47,10889,0.0,o,select,select,<NO_DESC>,o_select,2,accept,0.0
O_CREATED,182296,7000,2011-11-05 12:09:48,10889,2011-11-05 12:09:48,10889,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182296,7000,2011-11-05 12:09:48,10889,2011-11-05 12:09:48,10889,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_SENT_BACK,182296,7000,2011-11-15 09:24:35,11029,2011-11-15 09:24:35,11029,0.0,o,return,return,<NO_DESC>,o_return,2,accept,854087.0
O_ACCEPTED,182296,7000,2011-11-22 14:17:13,10809,2011-11-22 14:17:13,10809,0.0,o,accept,accept,<NO_DESC>,o_accept,1,accept,622358.0
O_SELECTED,182317,19000,2011-11-04 18:49:48,10881,2011-11-04 18:49:48,10881,0.0,o,select,select,<NO_DESC>,o_select,2,accept,0.0
O_CREATED,182317,19000,2011-11-04 18:49:49,10881,2011-11-04 18:49:49,10881,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182317,19000,2011-11-04 18:49:50,10881,2011-11-04 18:49:50,10881,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_SENT_BACK,182317,19000,2011-11-18 11:50:09,10789,2011-11-18 11:50:09,10789,0.0,o,return,return,<NO_DESC>,o_return,2,accept,1184419.0
O_ACCEPTED,182317,19000,2011-11-22 15:22:07,10138,2011-11-22 15:22:07,10138,0.0,o,accept,accept,<NO_DESC>,o_accept,1,accept,358318.0
O_SELECTED,182365,10000,2011-11-05 12:14:26,10862,2011-11-05 12:14:26,10862,0.0,o,select,select,<NO_DESC>,o_select,2,accept,0.0
O_CREATED,182365,10000,2011-11-05 12:14:27,10862,2011-11-05 12:14:27,10862,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182365,10000,2011-11-05 12:14:27,10862,2011-11-05 12:14:27,10862,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_SENT_BACK,182365,10000,2011-11-18 13:42:05,11029,2011-11-18 13:42:05,11029,0.0,o,return,return,<NO_DESC>,o_return,2,accept,1128458.0
O_ACCEPTED,182365,10000,2011-11-23 14:29:12,10972,2011-11-23 14:29:12,10972,0.0,o,accept,accept,<NO_DESC>,o_accept,1,accept,434827.0
O_SELECTED,182401,20000,2011-11-05 13:17:37,10889,2011-11-05 13:17:37,10889,0.0,o,select,select,<NO_DESC>,o_select,2,accept,0.0
O_CREATED,182401,20000,2011-11-05 13:17:38,10889,2011-11-05 13:17:38,10889,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182401,20000,2011-11-05 13:17:38,10889,2011-11-05 13:17:38,10889,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_CANCELLED,182401,20000,2011-11-09 18:28:48,10913,2011-11-09 18:28:48,10913,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,accept,364270.0
O_SELECTED,182401,20000,2011-11-09 18:28:48,10913,2011-11-09 18:28:48,10913,0.0,o,select,select,<NO_DESC>,o_select,2,accept,364270.0
O_CREATED,182401,20000,2011-11-09 18:28:49,10913,2011-11-09 18:28:49,10913,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182401,20000,2011-11-09 18:28:49,10913,2011-11-09 18:28:49,10913,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_SENT_BACK,182401,20000,2011-11-15 13:03:18,11259,2011-11-15 13:03:18,11259,0.0,o,return,return,<NO_DESC>,o_return,2,accept,498869.0
O_ACCEPTED,182401,20000,2011-11-16 14:56:54,10138,2011-11-16 14:56:54,10138,0.0,o,accept,accept,<NO_DESC>,o_accept,1,accept,93216.0
O_SELECTED,182404,35000,2011-11-05 10:46:37,10889,2011-11-05 10:46:37,10889,0.0,o,select,select,<NO_DESC>,o_select,2,accept,0.0
O_CREATED,182404,35000,2011-11-05 10:46:41,10889,2011-11-05 10:46:41,10889,0.0,o,create,create,<NO_DESC>,o_create,3,accept,4.0
O_SENT,182404,35000,2011-11-05 10:46:41,10889,2011-11-05 10:46:41,10889,0.0,o,send,send,<NO_DESC>,o_send,3,accept,4.0
O_SENT_BACK,182404,35000,2011-11-11 11:02:04,10789,2011-11-11 11:02:04,10789,0.0,o,return,return,<NO_DESC>,o_return,2,accept,519323.0
O_ACCEPTED,182404,35000,2011-11-15 13:53:08,10138,2011-11-15 13:53:08,10138,0.0,o,accept,accept,<NO_DESC>,o_accept,1,accept,355864.0
O_SELECTED,182410,7000,2011-11-05 12:20:35,10912,2011-11-05 12:20:35,10912,0.0,o,select,select,<NO_DESC>,o_select,2,accept,0.0
O_CREATED,182410,7000,2011-11-05 12:20:36,10912,2011-11-05 12:20:36,10912,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182410,7000,2011-11-05 12:20:36,10912,2011-11-05 12:20:36,10912,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_CANCELLED,182410,7000,2011-12-01 19:37:45,11180,2011-12-01 19:37:45,11180,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,accept,2272629.0
O_SELECTED,182410,7000,2011-12-01 19:37:45,11180,2011-12-01 19:37:45,11180,0.0,o,select,select,<NO_DESC>,o_select,2,accept,2272629.0
O_CREATED,182410,7000,2011-12-01 19:37:46,11180,2011-12-01 19:37:46,11180,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182410,7000,2011-12-01 19:37:46,11180,2011-12-01 19:37:46,11180,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_SENT_BACK,182410,7000,2011-12-06 10:59:15,11049,2011-12-06 10:59:15,11049,0.0,o,return,return,<NO_DESC>,o_return,2,accept,400889.0
O_ACCEPTED,182410,7000,2011-12-08 15:38:50,10609,2011-12-08 15:38:50,10609,0.0,o,accept,accept,<NO_DESC>,o_accept,1,accept,189575.0
O_SELECTED,182431,25000,2011-11-05 13:32:06,10889,2011-11-05 13:32:06,10889,0.0,o,select,select,<NO_DESC>,o_select,2,accept,0.0
O_CREATED,182431,25000,2011-11-05 13:32:07,10889,2011-11-05 13:32:07,10889,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182431,25000,2011-11-05 13:32:07,10889,2011-11-05 13:32:07,10889,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_CANCELLED,182431,25000,2011-11-18 20:47:58,11203,2011-11-18 20:47:58,11203,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,accept,1149351.0
O_SELECTED,182431,25000,2011-11-18 20:47:58,11203,2011-11-18 20:47:58,11203,0.0,o,select,select,<NO_DESC>,o_select,2,accept,1149351.0
O_CREATED,182431,25000,2011-11-18 20:47:59,11203,2011-11-18 20:47:59,11203,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182431,25000,2011-11-18 20:47:59,11203,2011-11-18 20:47:59,11203,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_SENT_BACK,182431,25000,2011-11-24 09:55:41,11049,2011-11-24 09:55:41,11049,0.0,o,return,return,<NO_DESC>,o_return,2,accept,479262.0
O_ACCEPTED,182431,25000,2011-11-29 09:59:27,10138,2011-11-29 09:59:27,10138,0.0,o,accept,accept,<NO_DESC>,o_accept,1,accept,432226.0
O_SELECTED,182443,5000,2011-11-05 14:34:48,10889,2011-11-05 14:34:48,10889,0.0,o,select,select,<NO_DESC>,o_select,2,accept,0.0
O_CREATED,182443,5000,2011-11-05 14:34:51,10889,2011-11-05 14:34:51,10889,0.0,o,create,create,<NO_DESC>,o_create,3,accept,3.0
O_SENT,182443,5000,2011-11-05 14:34:51,10889,2011-11-05 14:34:51,10889,0.0,o,send,send,<NO_DESC>,o_send,3,accept,3.0
O_CANCELLED,182443,5000,2011-11-07 15:01:04,11169,2011-11-07 15:01:04,11169,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,accept,174373.0
O_SELECTED,182443,5000,2011-11-07 15:01:04,11169,2011-11-07 15:01:04,11169,0.0,o,select,select,<NO_DESC>,o_select,2,accept,174373.0
O_CREATED,182443,5000,2011-11-07 15:01:05,11169,2011-11-07 15:01:05,11169,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182443,5000,2011-11-07 15:01:05,11169,2011-11-07 15:01:05,11169,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_CANCELLED,182443,5000,2011-11-15 16:47:11,11189,2011-11-15 16:47:11,11189,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,accept,697566.0
O_SELECTED,182443,5000,2011-11-15 16:47:11,11189,2011-11-15 16:47:11,11189,0.0,o,select,select,<NO_DESC>,o_select,2,accept,697566.0
O_CREATED,182443,5000,2011-11-15 16:47:12,11189,2011-11-15 16:47:12,11189,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182443,5000,2011-11-15 16:47:12,11189,2011-11-15 16:47:12,11189,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_SENT_BACK,182443,5000,2011-11-23 13:43:11,10899,2011-11-23 13:43:11,10899,0.0,o,return,return,<NO_DESC>,o_return,2,accept,680159.0
O_ACCEPTED,182443,5000,2011-12-13 10:56:57,10609,2011-12-13 10:56:57,10609,0.0,o,accept,accept,<NO_DESC>,o_accept,1,accept,1718026.0
O_SELECTED,182452,10000,2011-11-05 15:00:38,10912,2011-11-05 15:00:38,10912,0.0,o,select,select,<NO_DESC>,o_select,2,accept,0.0
O_CREATED,182452,10000,2011-11-05 15:00:39,10912,2011-11-05 15:00:39,10912,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182452,10000,2011-11-05 15:00:39,10912,2011-11-05 15:00:39,10912,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_SENT_BACK,182452,10000,2011-11-11 10:03:52,11049,2011-11-11 10:03:52,11049,0.0,o,return,return,<NO_DESC>,o_return,2,accept,500593.0
O_ACCEPTED,182452,10000,2011-11-15 09:18:20,10609,2011-11-15 09:18:20,10609,0.0,o,accept,accept,<NO_DESC>,o_accept,1,accept,342868.0
O_SELECTED,182455,13000,2011-11-05 15:04:10,10889,2011-11-05 15:04:10,10889,0.0,o,select,select,<NO_DESC>,o_select,2,accept,0.0
O_CREATED,182455,13000,2011-11-05 15:04:11,10889,2011-11-05 15:04:11,10889,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182455,13000,2011-11-05 15:04:11,10889,2011-11-05 15:04:11,10889,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_SENT_BACK,182455,13000,2011-11-11 10:57:33,10789,2011-11-11 10:57:33,10789,0.0,o,return,return,<NO_DESC>,o_return,2,accept,503602.0
O_ACCEPTED,182455,13000,2011-11-15 08:54:55,10138,2011-11-15 08:54:55,10138,0.0,o,accept,accept,<NO_DESC>,o_accept,1,accept,338242.0
O_SELECTED,182485,8000,2011-11-07 09:32:45,11203,2011-11-07 09:32:45,11203,0.0,o,select,select,<NO_DESC>,o_select,2,accept,0.0
O_CREATED,182485,8000,2011-11-07 09:32:49,11203,2011-11-07 09:32:49,11203,0.0,o,create,create,<NO_DESC>,o_create,3,accept,4.0
O_SENT,182485,8000,2011-11-07 09:32:49,11203,2011-11-07 09:32:49,11203,0.0,o,send,send,<NO_DESC>,o_send,3,accept,4.0
O_SENT_BACK,182485,8000,2011-11-22 11:52:46,10899,2011-11-22 11:52:46,10899,0.0,o,return,return,<NO_DESC>,o_return,2,accept,1304397.0
O_ACCEPTED,182485,8000,2011-11-25 10:42:53,10629,2011-11-25 10:42:53,10629,0.0,o,accept,accept,<NO_DESC>,o_accept,1,accept,255007.0
O_SELECTED,182491,30000,2011-11-07 10:43:17,11203,2011-11-07 10:43:17,11203,0.0,o,select,select,<NO_DESC>,o_select,2,accept,0.0
O_CREATED,182491,30000,2011-11-07 10:43:18,11203,2011-11-07 10:43:18,11203,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182491,30000,2011-11-07 10:43:18,11203,2011-11-07 10:43:18,11203,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_CANCELLED,182491,30000,2011-11-10 09:13:07,11189,2011-11-10 09:13:07,11189,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,accept,253789.0
O_SELECTED,182491,30000,2011-11-10 09:13:07,11189,2011-11-10 09:13:07,11189,0.0,o,select,select,<NO_DESC>,o_select,2,accept,253789.0
O_CREATED,182491,30000,2011-11-10 09:13:09,11189,2011-11-10 09:13:09,11189,0.0,o,create,create,<NO_DESC>,o_create,3,accept,2.0
O_SENT,182491,30000,2011-11-10 09:13:09,11189,2011-11-10 09:13:09,11189,0.0,o,send,send,<NO_DESC>,o_send,3,accept,2.0
O_CANCELLED,182491,30000,2011-11-17 17:58:26,11180,2011-11-17 17:58:26,11180,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,accept,636317.0
O_SELECTED,182491,30000,2011-11-17 17:58:26,11180,2011-11-17 17:58:26,11180,0.0,o,select,select,<NO_DESC>,o_select,2,accept,636317.0
O_CREATED,182491,30000,2011-11-17 17:58:27,11180,2011-11-17 17:58:27,11180,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182491,30000,2011-11-17 17:58:27,11180,2011-11-17 17:58:27,11180,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_SENT_BACK,182491,30000,2011-11-21 15:38:05,11029,2011-11-21 15:38:05,11029,0.0,o,return,return,<NO_DESC>,o_return,2,accept,337178.0
O_ACCEPTED,182491,30000,2011-11-28 16:18:11,10972,2011-11-28 16:18:11,10972,0.0,o,accept,accept,<NO_DESC>,o_accept,1,accept,607206.0
O_SELECTED,182509,15000,2011-11-10 14:44:44,11189,2011-11-10 14:44:44,11189,0.0,o,select,select,<NO_DESC>,o_select,2,accept,0.0
O_CREATED,182509,15000,2011-11-10 14:44:45,11189,2011-11-10 14:44:45,11189,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182509,15000,2011-11-10 14:44:45,11189,2011-11-10 14:44:45,11189,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_CANCELLED,182509,15000,2011-12-06 15:21:52,10859,2011-12-06 15:21:52,10859,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,accept,2248627.0
O_SELECTED,182509,15000,2011-12-06 15:21:52,10859,2011-12-06 15:21:52,10859,0.0,o,select,select,<NO_DESC>,o_select,2,accept,2248627.0
O_CREATED,182509,15000,2011-12-06 15:21:55,10859,2011-12-06 15:21:55,10859,0.0,o,create,create,<NO_DESC>,o_create,3,accept,3.0
O_SENT,182509,15000,2011-12-06 15:21:55,10859,2011-12-06 15:21:55,10859,0.0,o,send,send,<NO_DESC>,o_send,3,accept,3.0
O_SENT_BACK,182509,15000,2011-12-14 10:37:29,10899,2011-12-14 10:37:29,10899,0.0,o,return,return,<NO_DESC>,o_return,2,accept,674134.0
O_ACCEPTED,182509,15000,2011-12-23 11:18:38,10138,2011-12-23 11:18:38,10138,0.0,o,accept,accept,<NO_DESC>,o_accept,1,accept,780069.0
O_SELECTED,182548,15000,2011-11-07 19:18:30,11169,2011-11-07 19:18:30,11169,0.0,o,select,select,<NO_DESC>,o_select,2,accept,0.0
O_CREATED,182548,15000,2011-11-07 19:18:32,11169,2011-11-07 19:18:32,11169,0.0,o,create,create,<NO_DESC>,o_create,3,accept,2.0
O_SENT,182548,15000,2011-11-07 19:18:32,11169,2011-11-07 19:18:32,11169,0.0,o,send,send,<NO_DESC>,o_send,3,accept,2.0
O_CANCELLED,182548,15000,2011-11-15 20:14:29,11181,2011-11-15 20:14:29,11181,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,accept,694557.0
O_SELECTED,182548,15000,2011-11-15 20:14:29,11181,2011-11-15 20:14:29,11181,0.0,o,select,select,<NO_DESC>,o_select,2,accept,694557.0
O_CREATED,182548,15000,2011-11-15 20:14:31,11181,2011-11-15 20:14:31,11181,0.0,o,create,create,<NO_DESC>,o_create,3,accept,2.0
O_SENT,182548,15000,2011-11-15 20:14:31,11181,2011-11-15 20:14:31,11181,0.0,o,send,send,<NO_DESC>,o_send,3,accept,2.0
O_SENT_BACK,182548,15000,2011-11-22 11:36:33,10899,2011-11-22 11:36:33,10899,0.0,o,return,return,<NO_DESC>,o_return,2,accept,573722.0
O_ACCEPTED,182548,15000,2011-12-01 08:39:01,10972,2011-12-01 08:39:01,10972,0.0,o,accept,accept,<NO_DESC>,o_accept,1,accept,766948.0
O_SELECTED,182551,5000,2011-11-07 13:54:59,11200,2011-11-07 13:54:59,11200,0.0,o,select,select,<NO_DESC>,o_select,2,accept,0.0
O_CREATED,182551,5000,2011-11-07 13:55:00,11200,2011-11-07 13:55:00,11200,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182551,5000,2011-11-07 13:55:00,11200,2011-11-07 13:55:00,11200,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_SENT_BACK,182551,5000,2011-11-17 09:43:31,11029,2011-11-17 09:43:31,11029,0.0,o,return,return,<NO_DESC>,o_return,2,accept,848911.0
O_ACCEPTED,182551,5000,2011-11-18 09:36:15,10138,2011-11-18 09:36:15,10138,0.0,o,accept,accept,<NO_DESC>,o_accept,1,accept,85964.0
O_SELECTED,182560,10000,2011-11-07 20:40:16,11181,2011-11-07 20:40:16,11181,0.0,o,select,select,<NO_DESC>,o_select,2,accept,0.0
O_CREATED,182560,10000,2011-11-07 20:40:17,11181,2011-11-07 20:40:17,11181,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182560,10000,2011-11-07 20:40:17,11181,2011-11-07 20:40:17,11181,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_CANCELLED,182560,10000,2011-11-07 20:44:01,11181,2011-11-07 20:44:01,11181,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,accept,224.0
O_SELECTED,182560,10000,2011-11-07 20:44:01,11181,2011-11-07 20:44:01,11181,0.0,o,select,select,<NO_DESC>,o_select,2,accept,224.0
O_CREATED,182560,10000,2011-11-07 20:44:02,11181,2011-11-07 20:44:02,11181,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182560,10000,2011-11-07 20:44:02,11181,2011-11-07 20:44:02,11181,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_CANCELLED,182560,10000,2011-11-21 16:09:58,11180,2011-11-21 16:09:58,11180,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,accept,1193156.0
O_SELECTED,182560,10000,2011-11-21 16:09:58,11180,2011-11-21 16:09:58,11180,0.0,o,select,select,<NO_DESC>,o_select,2,accept,1193156.0
O_CREATED,182560,10000,2011-11-21 16:09:59,11180,2011-11-21 16:09:59,11180,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182560,10000,2011-11-21 16:10:00,11180,2011-11-21 16:10:00,11180,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_SENT_BACK,182560,10000,2011-11-28 09:38:05,11049,2011-11-28 09:38:05,11049,0.0,o,return,return,<NO_DESC>,o_return,2,accept,581285.0
O_ACCEPTED,182560,10000,2011-12-09 16:44:58,10972,2011-12-09 16:44:58,10972,0.0,o,accept,accept,<NO_DESC>,o_accept,1,accept,976013.0
O_SELECTED,182563,30000,2011-11-07 12:30:59,11202,2011-11-07 12:30:59,11202,0.0,o,select,select,<NO_DESC>,o_select,2,accept,0.0
O_CREATED,182563,30000,2011-11-07 12:31:01,11202,2011-11-07 12:31:01,11202,0.0,o,create,create,<NO_DESC>,o_create,3,accept,2.0
O_SENT,182563,30000,2011-11-07 12:31:01,11202,2011-11-07 12:31:01,11202,0.0,o,send,send,<NO_DESC>,o_send,3,accept,2.0
O_SENT_BACK,182563,30000,2011-11-16 09:42:12,11029,2011-11-16 09:42:12,11029,0.0,o,return,return,<NO_DESC>,o_return,2,accept,767471.0
O_ACCEPTED,182563,30000,2011-11-18 10:06:38,10138,2011-11-18 10:06:38,10138,0.0,o,accept,accept,<NO_DESC>,o_accept,1,accept,174266.0
O_SELECTED,182575,5000,2011-11-07 13:08:31,11200,2011-11-07 13:08:31,11200,0.0,o,select,select,<NO_DESC>,o_select,2,accept,0.0
O_CREATED,182575,5000,2011-11-07 13:08:32,11200,2011-11-07 13:08:32,11200,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182575,5000,2011-11-07 13:08:32,11200,2011-11-07 13:08:32,11200,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_SENT_BACK,182575,5000,2011-11-16 10:00:12,11029,2011-11-16 10:00:12,11029,0.0,o,return,return,<NO_DESC>,o_return,2,accept,766300.0
O_ACCEPTED,182575,5000,2011-11-17 15:13:59,10609,2011-11-17 15:13:59,10609,0.0,o,accept,accept,<NO_DESC>,o_accept,1,accept,105227.0
O_SELECTED,182581,8000,2011-11-07 18:41:50,11200,2011-11-07 18:41:50,11200,0.0,o,select,select,<NO_DESC>,o_select,2,accept,0.0
O_CREATED,182581,8000,2011-11-07 18:41:51,11200,2011-11-07 18:41:51,11200,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182581,8000,2011-11-07 18:41:51,11200,2011-11-07 18:41:51,11200,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_CANCELLED,182581,8000,2011-11-07 18:42:49,11200,2011-11-07 18:42:49,11200,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,accept,58.0
O_SELECTED,182581,8000,2011-11-07 18:42:49,11200,2011-11-07 18:42:49,11200,0.0,o,select,select,<NO_DESC>,o_select,2,accept,58.0
O_CREATED,182581,8000,2011-11-07 18:42:50,11200,2011-11-07 18:42:50,11200,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182581,8000,2011-11-07 18:42:51,11200,2011-11-07 18:42:51,11200,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_SENT_BACK,182581,8000,2011-11-14 10:09:06,11029,2011-11-14 10:09:06,11029,0.0,o,return,return,<NO_DESC>,o_return,2,accept,573975.0
O_CANCELLED,182581,8000,2011-11-16 11:43:57,10809,2011-11-16 11:43:57,10809,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,accept,178491.0
O_SELECTED,182581,8000,2011-11-16 11:43:57,10809,2011-11-16 11:43:57,10809,0.0,o,select,select,<NO_DESC>,o_select,2,accept,178491.0
O_CREATED,182581,8000,2011-11-16 11:43:58,10809,2011-11-16 11:43:58,10809,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182581,8000,2011-11-16 11:43:58,10809,2011-11-16 11:43:58,10809,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_ACCEPTED,182581,8000,2011-11-16 11:57:14,10809,2011-11-16 11:57:14,10809,0.0,o,accept,accept,<NO_DESC>,o_accept,1,accept,796.0
O_SELECTED,182587,8600,2011-11-07 20:03:32,11002,2011-11-07 20:03:32,11002,0.0,o,select,select,<NO_DESC>,o_select,2,accept,0.0
O_CREATED,182587,8600,2011-11-07 20:03:33,11002,2011-11-07 20:03:33,11002,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182587,8600,2011-11-07 20:03:33,11002,2011-11-07 20:03:33,11002,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_SENT_BACK,182587,8600,2011-11-22 10:55:47,11259,2011-11-22 10:55:47,11259,0.0,o,return,return,<NO_DESC>,o_return,2,accept,1263134.0
O_ACCEPTED,182587,8600,2011-11-24 15:18:47,10809,2011-11-24 15:18:47,10809,0.0,o,accept,accept,<NO_DESC>,o_accept,1,accept,188580.0
O_SELECTED,182593,10000,2011-11-07 14:08:51,11200,2011-11-07 14:08:51,11200,0.0,o,select,select,<NO_DESC>,o_select,2,accept,0.0
O_CREATED,182593,10000,2011-11-07 14:08:52,11200,2011-11-07 14:08:52,11200,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182593,10000,2011-11-07 14:08:52,11200,2011-11-07 14:08:52,11200,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
O_SENT_BACK,182593,10000,2011-11-11 11:09:22,11049,2011-11-11 11:09:22,11049,0.0,o,return,return,<NO_DESC>,o_return,2,accept,334830.0
O_ACCEPTED,182593,10000,2011-11-14 10:38:38,10609,2011-11-14 10:38:38,10609,0.0,o,accept,accept,<NO_DESC>,o_accept,1,accept,257356.0
O_SELECTED,182626,5000,2011-11-08 11:01:31,10880,2011-11-08 11:01:31,10880,0.0,o,select,select,<NO_DESC>,o_select,2,accept,0.0
O_CREATED,182626,5000,2011-11-08 11:01:32,10880,2011-11-08 11:01:32,10880,0.0,o,create,create,<NO_DESC>,o_create,3,accept,1.0
O_SENT,182626,5000,2011-11-08 11:01:32,10880,2011-11-08 11:01:32,10880,0.0,o,send,send,<NO_DESC>,o_send,3,accept,1.0
